10.0.1.25, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.163, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.62, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.61, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.60, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.59, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.58, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.139, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.140, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.138, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.143, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.92, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.141, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.142, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.1.231, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.202, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.204, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.203, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.206, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.205, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.57, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.56, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.55, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.54, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.53, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.52, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.51, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.50, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.49, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.2.48, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.169, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.168, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
10.0.0.83, [IPv4Network(u'10.0.1.112/28'), IPv4Network(u'10.0.1.160/28'), IPv4Network(u'10.0.1.144/28'), IPv4Network(u'10.0.1.96/28'), IPv4Network(u'10.0.0.16/28'), IPv4Network(u'10.0.0.64/28'), IPv4Network(u'10.0.0.80/28'), IPv4Network(u'10.0.1.16/28'), IPv4Network(u'10.0.1.240/28'), IPv4Network(u'10.0.1.0/28'), IPv4Network(u'10.0.0.160/28'), IPv4Network(u'10.0.1.208/28'), IPv4Network(u'10.0.1.64/28'), IPv4Network(u'10.0.1.176/28'), IPv4Network(u'10.0.0.112/28'), IPv4Network(u'10.0.0.176/28'), IPv4Network(u'10.0.1.48/28'), IPv4Network(u'10.0.1.128/28'), IPv4Network(u'10.0.0.224/28'), IPv4Network(u'10.0.1.224/28')], 1
